,price,date,bathrooms,bedrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,yr_renovated,location
5794,334450,11/17/14,1,2,1715.277034,1326,2,Missing,Missing,1935,1988,DC
5795,484375,2/6/15,1,2,1715.277034,1281,2,Missing,Missing,1931,2007,DC
5796,340000,5/20/15,1,2,1715.277034,518,2,Missing,Missing,1900,1980,DC
5797,439000,1/20/15,2,1,1715.277034,381,2,Missing,Missing,2008,0,DC
5798,416500,1/21/15,2,1,1715.277034,408,2,Missing,Missing,2008,0,DC
5799,620000,8/28/14,1.5,1,1715.277034,546,2,Missing,Missing,1900,1979,DC
5800,605000,5/16/14,1,2,1715.277034,546,2,Missing,Missing,1900,1979,DC
5801,549750,5/23/14,1.5,2,1715.277034,260,2,Missing,Missing,1908,1980,DC
5802,375000,7/15/14,1,2,1715.277034,229,2,Missing,Missing,1948,0,DC
5803,669000,1/8/15,1,2,1715.277034,408,2,Missing,Missing,1900,0,DC
5804,399000,3/4/15,1.5,1,1715.277034,636,2,Missing,Missing,1927,2014,DC
5805,499900,4/27/15,2,2,1715.277034,636,2,Missing,Missing,1927,2014,DC
5806,479900,3/9/15,2,2,1715.277034,530,2,Missing,Missing,1927,2014,DC
5807,309900,3/9/15,1,1,1715.277034,318,2,Missing,Missing,1927,2014,DC
5808,501000,1/27/15,2,2,1715.277034,636,2,Missing,Missing,1927,2014,DC
5809,515000,4/15/15,2,2,1715.277034,636,2,Missing,Missing,1927,2014,DC
5810,334900,1/12/15,1,1,1715.277034,424,2,Missing,Missing,1927,2014,DC
5811,327000,1/27/15,1,1,1715.277034,424,2,Missing,Missing,1927,2014,DC
5812,499900,1/21/15,2,2,1715.277034,636,2,Missing,Missing,1927,2014,DC
5813,510000,3/9/15,2,2,1715.277034,636,2,Missing,Missing,1927,2014,DC
5814,543900,1/27/15,2,2,1715.277034,530,2,Missing,Missing,2014,0,DC
5815,549900,4/17/15,2,2,1715.277034,530,2,Missing,Missing,2014,0,DC
5816,359900,2/19/15,2,1,1715.277034,424,2,Missing,Missing,2014,0,DC
5817,359000,1/27/15,1,1,1715.277034,424,2,Missing,Missing,2014,0,DC
5818,534900,1/27/15,1,2,1715.277034,530,2,Missing,Missing,2014,0,DC
5819,534900,1/27/15,2,2,1715.277034,530,2,Missing,Missing,2014,0,DC
5820,335000,6/18/14,1,1,1715.277034,541,2,Missing,Missing,1953,2013,DC
5821,345000,3/16/15,1,1,1715.277034,185,2,Missing,Missing,1988,0,DC
5822,625000,5/16/14,2.5,3,1715.277034,2330,2,Missing,Missing,1980,0,DC
5823,600000,8/12/14,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5824,637000,7/16/14,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5825,690000,6/20/14,2.5,3,1715.277034,2330,2,Missing,Missing,1980,0,DC
5828,365000,10/20/14,1,1,1715.277034,361,2,Missing,Missing,1966,0,DC
5829,225000,8/25/14,1,1,1715.277034,1244,2,Missing,Missing,1937,0,DC
5830,580000,6/19/14,2.5,2,1715.277034,1471,2,Missing,Missing,1900,0,DC
5831,585000,10/23/14,2.5,2,1715.277034,1471,2,Missing,Missing,1900,0,DC
5832,350000,4/3/15,1,1,1715.277034,735,2,Missing,Missing,1900,0,DC
5833,580000,10/1/14,2.5,2,1715.277034,1471,2,Missing,Missing,1900,0,DC
5834,340000,11/7/14,1,1,1715.277034,735,2,Missing,Missing,1900,0,DC
5835,530000,5/1/15,2.5,2,1715.277034,1471,2,Missing,Missing,1900,0,DC
5836,355000,5/19/14,1,1,1715.277034,735,2,Missing,Missing,1900,0,DC
5837,320000,2/25/15,1,1,1715.277034,735,2,Missing,Missing,1900,0,DC
5838,823000,3/18/15,2,2,1715.277034,287,2,Missing,Missing,1978,1980,DC
5840,676000,3/10/15,2,2,1715.277034,450,2,Missing,Missing,1978,0,DC
5841,569000,7/15/14,1,1,1715.277034,29,2,Missing,Missing,1986,0,DC
5843,589000,3/13/15,2.5,3,1715.277034,1004,2,Missing,Missing,1912,2015,DC
5844,690000,3/2/15,2.5,3,1715.277034,1004,2,Missing,Missing,1912,2015,DC
5845,696000,4/29/15,3.5,3,1715.277034,800,2,Missing,Missing,1900,2015,DC
5846,644500,4/23/15,3,3,1715.277034,800,2,Missing,Missing,1900,2015,DC
5847,465000,6/12/14,1.5,2,1715.277034,7,2,Missing,Missing,1981,0,DC
5848,690000,8/29/14,2,2,1715.277034,10,2,Missing,Missing,1981,0,DC
5849,507500,6/30/14,1.5,1,1715.277034,7,2,Missing,Missing,1981,0,DC
5850,389700,12/11/14,1.5,2,1715.277034,6,2,Missing,Missing,1981,0,DC
5851,515000,10/1/14,1.5,1,1715.277034,8,2,Missing,Missing,1981,0,DC
5852,460000,5/21/15,1.5,1,1715.277034,7,2,Missing,Missing,1981,0,DC
5853,515000,6/16/14,1,1,1715.277034,916,2,Missing,Missing,1979,0,DC
5854,465000,5/27/14,1,1,1715.277034,781,2,Missing,Missing,1979,0,DC
5855,480000,11/12/14,1,1,1715.277034,793,2,Missing,Missing,1979,0,DC
5856,445000,5/13/15,1,1,1715.277034,834,2,Missing,Missing,1979,0,DC
5857,342500,8/1/14,2,2,1715.277034,1107,2,Missing,Missing,1960,1979,DC
5859,269900,5/20/15,1,1,1715.277034,539,2,Missing,Missing,1960,1978,DC
5860,553000,7/30/14,2,2,1715.277034,892,2,Missing,Missing,1960,1978,DC
5861,575000,3/19/15,2,2,1715.277034,897,2,Missing,Missing,1960,1978,DC
5862,395900,7/3/14,2,2,1715.277034,803,2,Missing,Missing,1951,1972,DC
5863,539000,9/24/14,2,2,1715.277034,431,2,Missing,Missing,2008,0,DC
5864,368000,8/5/14,1,1,1715.277034,318,2,Missing,Missing,2008,0,DC
5866,585000,5/7/14,2,2,1715.277034,975,2,Missing,Missing,1887,1984,DC
5868,307000,12/11/14,1,1,1715.277034,246,2,Missing,Missing,1928,1962,DC
5869,280000,6/16/14,1,1,1715.277034,699,2,Missing,Missing,1960,1979,DC
5871,449000,2/4/15,1.5,1,1715.277034,256,2,Missing,Missing,1988,0,DC
5872,259750,10/6/14,1,0,1715.277034,145,2,Missing,Missing,1988,0,DC
5873,330000,6/2/14,2,2,1715.277034,688,2,Missing,Missing,1951,1972,DC
5874,312000,4/22/15,1,1,1715.277034,210,2,Missing,Missing,2015,0,DC
5875,249000,5/1/15,1,0,1715.277034,174,2,Missing,Missing,2015,0,DC
5876,359000,5/13/15,1,1,1715.277034,210,2,Missing,Missing,2015,0,DC
5877,549000,3/16/15,2,2,1715.277034,374,2,Missing,Missing,2015,0,DC
5878,345000,4/17/15,1,1,1715.277034,227,2,Missing,Missing,2015,0,DC
5879,590000,5/8/15,2,2,1715.277034,374,2,Missing,Missing,2015,0,DC
5880,659000,5/6/15,2,2,1715.277034,448,2,Missing,Missing,2015,0,DC
5881,639000,3/18/15,2,2,1715.277034,405,2,Missing,Missing,2015,0,DC
5882,782000,5/2/14,2,2,1715.277034,1200,2,Missing,Missing,2014,0,DC
5883,369000,4/20/15,2,2,1715.277034,412,2,Missing,Missing,1943,2014,DC
5884,745000,12/30/14,2.5,2,1715.277034,38,2,Missing,Missing,1986,0,DC
5885,969000,5/27/15,2.5,2,1715.277034,45,2,Missing,Missing,1986,0,DC
5886,650000,5/15/15,1,1,1715.277034,299,2,Missing,Missing,2015,0,DC
5887,875000,5/27/15,2,2,1715.277034,354,2,Missing,Missing,2015,0,DC
5888,397000,5/19/15,1,2,1715.277034,262,2,Missing,Missing,2007,0,DC
5890,375000,6/10/14,1,1,1715.277034,178,2,Missing,Missing,2007,0,DC
5891,680000,6/25/14,2.5,2,1715.277034,1126,2,Missing,Missing,2008,2008,DC
5892,225000,1/23/15,1,1,1715.277034,500,2,Missing,Missing,1953,2003,DC
5893,239900,10/7/14,1,1,1715.277034,363,2,Missing,Missing,1953,2008,DC
5894,415000,4/20/15,1,2,1715.277034,484,2,Missing,Missing,1953,2008,DC
5895,425000,3/3/15,1.5,1,1715.277034,387,2,Missing,Missing,1941,0,DC
5896,240000,8/19/14,1,1,1715.277034,257,2,Missing,Missing,1941,0,DC
5898,580000,5/27/15,2,2,1715.277034,558,2,Missing,Missing,1890,1965,DC
5899,515000,12/9/14,1,1,1715.277034,558,2,Missing,Missing,1890,1965,DC
5901,585000,3/4/15,2.5,2,1715.277034,1471,2,Missing,Missing,1900,0,DC
5902,285680,4/6/15,2.5,2,1715.277034,1471,2,Missing,Missing,1900,0,DC
5903,365000,2/11/15,1,1,1715.277034,301,2,Missing,Missing,1959,2008,DC
5904,3191000,2/24/15,3.5,3,1715.277034,7,2,Missing,Missing,2003,0,DC
5905,4700000,10/2/14,5.5,3,1715.277034,914,2,Missing,Missing,2003,0,DC
5906,4554720,1/26/15,3.5,4,1715.277034,1340,2,Missing,Missing,2014,0,DC
5907,4753220,12/22/14,3.5,3,1715.277034,1366,2,Missing,Missing,2014,0,DC
5908,4650000,12/31/14,3.5,3,1715.277034,1662,2,Missing,Missing,2014,0,DC
5909,4770350,1/23/15,4.5,3,1715.277034,1662,2,Missing,Missing,2014,0,DC
5910,5603220,12/22/14,4.5,3,1715.277034,1576,2,Missing,Missing,2014,0,DC
5911,869000,4/28/15,2.5,2,1715.277034,1148,2,Missing,Missing,2004,0,DC
5912,530000,9/24/14,2,2,1715.277034,43,2,Missing,Missing,2007,0,DC
5913,540000,4/2/15,2,2,1715.277034,51,2,Missing,Missing,2007,0,DC
5914,451000,5/8/15,1,2,1715.277034,741,2,Missing,Missing,1930,2008,DC
5915,355000,3/3/15,1,2,1715.277034,455,2,Missing,Missing,1947,2009,DC
5916,390000,6/24/14,1,2,1715.277034,442,2,Missing,Missing,1947,2009,DC
5917,230100,5/2/14,1,2,1715.277034,453,2,Missing,Missing,1947,2009,DC
5919,625000,5/18/15,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5920,290000,5/2/14,1,1,1715.277034,539,2,Missing,Missing,1960,1978,DC
5921,217500,4/7/15,1,1,1715.277034,393,2,Missing,Missing,1960,1978,DC
5925,729500,4/7/15,2.5,3,1715.277034,2330,2,Missing,Missing,1980,0,DC
5926,399999,8/6/14,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5927,615000,3/13/15,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5928,590000,7/17/14,2.5,2,1715.277034,698,2,Missing,Missing,1988,0,DC
5929,385000,12/15/14,1,1,1715.277034,31,2,Missing,Missing,2007,0,DC
5931,430000,7/30/14,1,1,1715.277034,603,2,Missing,Missing,1903,2014,DC
5932,890000,11/10/14,2,2,1715.277034,875,2,Missing,Missing,1903,2014,DC
5933,706535,6/23/14,2,2,1715.277034,827,2,Missing,Missing,1903,2014,DC
5934,842500,7/11/14,2,2,1715.277034,875,2,Missing,Missing,1903,2014,DC
5935,929900,6/16/14,2.5,2,1715.277034,875,2,Missing,Missing,1903,2014,DC
5936,869900,10/29/14,2.5,2,1715.277034,875,2,Missing,Missing,1903,2014,DC
5937,832500,12/15/14,2,2,1715.277034,875,2,Missing,Missing,1903,2014,DC
5938,899900,8/11/14,2.5,2,1715.277034,875,2,Missing,Missing,1903,2014,DC
5939,1049000,2/9/15,2.5,2,1715.277034,924,2,Missing,Missing,1903,2014,DC
5940,958295,6/23/14,2,2,1715.277034,875,2,Missing,Missing,1903,2014,DC
5941,645000,6/6/14,1,1,1715.277034,588,2,Missing,Missing,1980,2006,DC
5942,595000,5/8/14,1,1,1715.277034,588,2,Missing,Missing,1980,2006,DC
5943,335000,2/24/15,1,2,1715.277034,1027,2,Missing,Missing,1950,1986,DC
5944,365000,3/31/15,1,1,1715.277034,371,2,Missing,Missing,1984,0,DC
5945,338738,7/25/14,1,1,1715.277034,371,2,Missing,Missing,1984,0,DC
5946,360000,10/16/14,1,1,1715.277034,379,2,Missing,Missing,1984,0,DC
5947,622500,8/27/14,2.5,2,1715.277034,698,2,Missing,Missing,1988,0,DC
5948,583000,5/4/15,2.5,2,1715.277034,698,2,Missing,Missing,1988,0,DC
5949,355000,2/10/15,1,0,1715.277034,158,2,Missing,Missing,2005,0,DC
5950,515000,5/29/15,1,1,1715.277034,298,2,Missing,Missing,2005,0,DC
5951,482000,10/3/14,1,1,1715.277034,250,2,Missing,Missing,2005,0,DC
5953,347000,6/3/14,1,1,1715.277034,713,2,Missing,Missing,1927,2005,DC
5954,362000,4/27/15,1,1,1715.277034,713,2,Missing,Missing,1927,2005,DC
5955,535000,12/2/14,2,2,1715.277034,896,2,Missing,Missing,1920,2011,DC
5956,345000,5/7/15,2,2,1715.277034,371,2,Missing,Missing,1956,2006,DC
5957,245000,4/1/15,1,1,1715.277034,1150,2,Missing,Missing,1963,1978,DC
5958,225000,8/12/14,1,0,1715.277034,336,2,Missing,Missing,1960,1978,DC
5960,370000,12/17/14,1,1,1715.277034,489,2,Missing,Missing,1960,1978,DC
5961,340500,5/6/14,1,1,1715.277034,379,2,Missing,Missing,1984,0,DC
5962,388000,8/12/14,1,1,1715.277034,379,2,Missing,Missing,1984,0,DC
5964,357000,10/29/14,1,1,1715.277034,379,2,Missing,Missing,1984,0,DC
5965,410000,4/30/15,1,1,1715.277034,379,2,Missing,Missing,1984,0,DC
5966,230500,1/27/15,1,1,1715.277034,539,2,Missing,Missing,1960,1978,DC
5967,255000,12/30/14,1,1,1715.277034,539,2,Missing,Missing,1960,1978,DC
5969,575250,6/2/14,1,1,1715.277034,1375,2,Missing,Missing,1910,1946,DC
5971,1660000,5/9/14,3,3,1715.277034,3624,2,Missing,Missing,2013,0,DC
5972,1550000,7/22/14,2.5,2,1715.277034,3887,2,Missing,Missing,2013,0,DC
5973,2350000,6/16/14,3.5,3,1715.277034,4733,2,Missing,Missing,2013,0,DC
5975,473000,8/18/14,1,1,1715.277034,261,2,Missing,Missing,1980,0,DC
5976,500000,7/22/14,1.5,1,1715.277034,276,2,Missing,Missing,1980,0,DC
5977,769900,9/15/14,2,2,1715.277034,301,2,Missing,Missing,1980,0,DC
5978,815000,7/7/14,2,2,1715.277034,336,2,Missing,Missing,1980,0,DC
5980,476000,10/10/14,2,1,1715.277034,35,2,Missing,Missing,2007,0,DC
5981,437000,8/19/14,2,1,1715.277034,35,2,Missing,Missing,2007,0,DC
5982,338000,7/10/14,1,1,1715.277034,29,2,Missing,Missing,2007,0,DC
5983,199900,5/29/14,1,1,1715.277034,657,2,Missing,Missing,1959,0,DC
5984,399000,8/25/14,1,1,1715.277034,418,2,Missing,Missing,1942,0,DC
5986,180000,6/20/14,1,0,1715.277034,339,2,Missing,Missing,1960,1978,DC
5987,530000,12/4/14,2,1,1715.277034,329,2,Missing,Missing,2007,0,DC
5988,960000,10/14/14,2,2,1715.277034,519,2,Missing,Missing,2007,0,DC
5989,1600000,8/18/14,2.5,2,1715.277034,748,2,Missing,Missing,2007,0,DC
5991,545000,11/6/14,2,1,1715.277034,329,2,Missing,Missing,2007,0,DC
5992,885000,5/13/15,2,2,1715.277034,530,2,Missing,Missing,2007,0,DC
5993,570000,4/29/15,2,1,1715.277034,329,2,Missing,Missing,2007,0,DC
5994,1115000,10/23/14,2,2,1715.277034,530,2,Missing,Missing,2007,0,DC
5995,729000,2/12/15,2.5,3,1715.277034,2330,2,Missing,Missing,1980,0,DC
5996,579000,11/24/14,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5997,600000,4/3/15,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5998,667900,3/4/15,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
5999,427000,2/23/15,1,1,1715.277034,36,2,Missing,Missing,2007,0,DC
6000,455000,5/5/15,2,1,1715.277034,35,2,Missing,Missing,2007,0,DC
6002,448000,2/18/15,2,1,1715.277034,35,2,Missing,Missing,2007,0,DC
6003,285000,1/30/15,1,1,1715.277034,453,2,Missing,Missing,1955,0,DC
6004,415000,4/20/15,1,1,1715.277034,224,2,Missing,Missing,1891,1988,DC
6005,447000,5/5/15,1,1,1715.277034,224,2,Missing,Missing,1891,1988,DC
6006,267400,9/2/14,1,0,1715.277034,229,2,Missing,Missing,1942,0,DC
6008,220000,12/16/14,1,1,1715.277034,937,2,Missing,Missing,1963,1978,DC
6010,260000,5/28/14,1,1,1715.277034,651,2,Missing,Missing,1960,1979,DC
6011,275000,12/18/14,1,1,1715.277034,735,2,Missing,Missing,1960,1979,DC
6012,325000,6/16/14,1,2,1715.277034,913,2,Missing,Missing,1960,1979,DC
6013,639000,12/30/14,2.5,2,1715.277034,1906,2,Missing,Missing,1980,0,DC
6014,249000,1/15/15,1,1,1715.277034,603,2,Missing,Missing,1956,1980,DC
6015,375000,7/2/14,1,2,1715.277034,937,2,Missing,Missing,1956,1980,DC
6016,371000,6/30/14,1,2,1715.277034,963,2,Missing,Missing,1956,1980,DC
6017,355000,5/18/15,1,2,1715.277034,1253,2,Missing,Missing,1955,0,DC
6018,2175000,1/26/15,3.5,3,1715.277034,382,2,Missing,Missing,2000,0,DC
6019,2160000,11/13/14,3.5,3,1715.277034,382,2,Missing,Missing,2000,0,DC
6020,1924640,3/9/15,3.5,3,1715.277034,382,2,Missing,Missing,2000,0,DC
6021,475000,6/19/14,1.5,1,1715.277034,176,2,Missing,Missing,1964,1978,DC
6022,475000,4/24/15,1.5,1,1715.277034,179,2,Missing,Missing,1964,1978,DC
6023,475000,9/18/14,1.5,1,1715.277034,176,2,Missing,Missing,1964,1978,DC
6024,565000,9/3/14,1,2,1715.277034,274,2,Missing,Missing,1917,1978,DC
6025,310500,1/26/15,1,1,1715.277034,95,2,Missing,Missing,1963,1979,DC
6026,510000,7/31/14,1,1,1715.277034,131,2,Missing,Missing,1963,1979,DC
6027,290000,4/17/15,1,1,1715.277034,100,2,Missing,Missing,1963,1979,DC
6028,324000,5/16/14,1,1,1715.277034,96,2,Missing,Missing,1963,1979,DC
6029,544750,4/29/15,1,1,1715.277034,134,2,Missing,Missing,2005,0,DC
6030,475000,5/27/15,1,1,1715.277034,140,2,Missing,Missing,2005,0,DC
6031,435000,11/10/14,1,1,1715.277034,115,2,Missing,Missing,2005,0,DC
6032,809000,7/28/14,2,2,1715.277034,195,2,Missing,Missing,2005,0,DC
6033,535000,6/30/14,1,2,1715.277034,220,2,Missing,Missing,1991,0,DC
6034,1309500,6/6/14,2.5,2,1715.277034,253,2,Missing,Missing,2000,0,DC
6035,955000,11/20/14,2.5,2,1715.277034,241,2,Missing,Missing,2000,0,DC
6036,1600000,5/13/15,2.5,2,1715.277034,252,2,Missing,Missing,2000,0,DC
6038,2350000,6/4/14,3.5,3,1715.277034,415,2,Missing,Missing,2000,0,DC
6039,850000,7/10/14,2,1,1715.277034,142,2,Missing,Missing,2000,0,DC
6040,1850000,6/27/14,3,3,1715.277034,332,2,Missing,Missing,2000,0,DC
6041,620000,11/6/14,1,1,1715.277034,103,2,Missing,Missing,2000,0,DC
6043,237500,5/9/14,1,0,1715.277034,102,2,Missing,Missing,1951,1981,DC
6044,233500,8/15/14,1,0,1715.277034,123,2,Missing,Missing,1951,1981,DC
6045,512000,8/28/14,1,2,1715.277034,355,2,Missing,Missing,1906,2004,DC
6046,520000,2/13/15,1.5,1,1715.277034,200,2,Missing,Missing,1978,0,DC
6047,675000,10/20/14,1.5,1,1715.277034,207,2,Missing,Missing,1978,0,DC
6048,750000,8/27/14,2,2,1715.277034,268,2,Missing,Missing,1978,0,DC
6049,399000,8/6/14,1,1,1715.277034,206,2,Missing,Missing,1900,1979,DC
6050,424900,5/21/15,1,1,1715.277034,145,2,Missing,Missing,1989,0,DC
6052,440000,7/28/14,1,1,1715.277034,160,2,Missing,Missing,1989,0,DC
6053,305000,4/29/15,1,1,1715.277034,95,2,Missing,Missing,1963,1979,DC
6057,526000,10/3/14,1.5,2,1715.277034,168,2,Missing,Missing,1963,1979,DC
6058,315000,7/16/14,1,1,1715.277034,95,2,Missing,Missing,1963,1979,DC
6060,912500,5/4/15,2,2,1715.277034,181,2,Missing,Missing,2000,0,DC
6062,1695000,4/3/15,2.5,2,1715.277034,298,2,Missing,Missing,2000,0,DC
6063,1700000,5/19/14,3.5,3,1715.277034,329,2,Missing,Missing,2000,0,DC
6064,1599000,3/19/15,2.5,2,1715.277034,248,2,Missing,Missing,2000,0,DC
6065,1505000,6/11/14,2.5,2,1715.277034,245,2,Missing,Missing,2000,0,DC
6067,875000,6/5/14,2,1,1715.277034,144,2,Missing,Missing,2000,0,DC
6068,860000,12/30/14,2,2,1715.277034,159,2,Missing,Missing,2000,0,DC
6069,880000,1/20/15,2,1,1715.277034,159,2,Missing,Missing,2000,0,DC
6070,890000,8/13/14,2,2,1715.277034,236,2,Missing,Missing,2001,0,DC
6071,480000,1/23/15,1,0,1715.277034,106,2,Missing,Missing,1997,0,DC
6073,399900,7/21/14,1,1,1715.277034,145,2,Missing,Missing,1989,0,DC
6074,719000,6/3/14,2,2,1715.277034,295,2,Missing,Missing,1989,0,DC
6075,381200,7/28/14,1,1,1715.277034,160,2,Missing,Missing,1989,0,DC
6076,820000,3/18/15,2.5,3,1715.277034,804,2,Missing,Missing,1976,1976,DC
6078,245000,6/9/14,1,0,1715.277034,73,2,Missing,Missing,1963,1979,DC
6080,251500,5/16/14,1,0,1715.277034,107,2,Missing,Missing,1918,1980,DC
6081,420000,8/4/14,1,1,1715.277034,161,2,Missing,Missing,1918,1980,DC
6083,710000,2/13/15,2.5,2,1715.277034,450,2,Missing,Missing,1900,2015,DC
6084,789000,1/7/15,2.5,2,1715.277034,493,2,Missing,Missing,1900,2015,DC
6085,1065000,2/6/15,2.5,2,1715.277034,525,2,Missing,Missing,1900,2015,DC
6086,1155000,1/7/15,2.5,2,1715.277034,537,2,Missing,Missing,1900,2015,DC
6087,425000,11/4/14,2,2,1715.277034,181,2,Missing,Missing,1966,1980,DC
6088,570000,9/8/14,1.5,1,1715.277034,200,2,Missing,Missing,1978,0,DC
6089,496000,12/19/14,1,1,1715.277034,168,2,Missing,Missing,1978,0,DC
6090,505000,9/19/14,1,1,1715.277034,178,2,Missing,Missing,1978,0,DC
6092,732350,3/17/15,2,2,1715.277034,294,2,Missing,Missing,1978,0,DC
6094,245000,6/13/14,1,0,1715.277034,124,2,Missing,Missing,1962,1980,DC
6095,68000,6/2/14,1,0,1715.277034,123,2,Missing,Missing,1962,1980,DC
6096,237000,1/6/15,1,0,1715.277034,156,2,Missing,Missing,1962,1980,DC
6098,412000,7/14/14,1,1,1715.277034,257,2,Missing,Missing,1917,1981,DC
6099,229000,11/20/14,1,0,1715.277034,110,2,Missing,Missing,1989,0,DC
6100,325000,5/20/14,1,1,1715.277034,135,2,Missing,Missing,1966,1980,DC
6101,1151000,4/22/15,2.5,2,1715.277034,374,2,Missing,Missing,1978,0,DC
6102,969900,10/24/14,3,2,1715.277034,307,2,Missing,Missing,1985,0,DC
6103,355200,7/28/14,1,1,1715.277034,193,2,Missing,Missing,1962,1980,DC
6104,420000,1/16/15,1,1,1715.277034,193,2,Missing,Missing,1962,1980,DC
6105,704000,7/1/14,2,2,1715.277034,341,2,Missing,Missing,1908,1993,DC
6106,650000,8/18/14,2,2,1715.277034,367,2,Missing,Missing,1908,1993,DC
6110,2861500,5/30/14,4.5,4,1715.277034,2450,2,Missing,Missing,1900,2012,DC
6111,1100000,7/29/14,2.5,2,1715.277034,783,2,Missing,Missing,1948,2004,DC
6112,1232800,7/8/14,2,2,1715.277034,783,2,Missing,Missing,1948,2004,DC
6113,895000,5/13/14,2,3,1715.277034,783,2,Missing,Missing,1948,2004,DC
6114,460000,1/29/15,2,2,1715.277034,209,2,Missing,Missing,1915,1976,DC
6115,554000,10/10/14,1,1,1715.277034,390,2,Missing,Missing,1910,1982,DC
6116,443500,5/21/15,1,1,1715.277034,391,2,Missing,Missing,1910,1982,DC
6117,499000,6/11/14,1,2,1715.277034,190,2,Missing,Missing,1966,1980,DC
6118,200000,9/15/14,1,0,1715.277034,85,2,Missing,Missing,1966,1980,DC
6120,323500,10/29/14,1,1,1715.277034,100,2,Missing,Missing,1966,1980,DC
6121,399000,4/20/15,1,1,1715.277034,126,2,Missing,Missing,1985,0,DC
6122,780000,5/19/15,2,2,1715.277034,217,2,Missing,Missing,1985,0,DC
6124,425000,7/17/14,1,2,1715.277034,184,2,Missing,Missing,1960,1979,DC
6125,310000,8/14/14,1,1,1715.277034,115,2,Missing,Missing,1960,1979,DC
6126,330000,7/18/14,1,1,1715.277034,127,2,Missing,Missing,1960,1979,DC
6127,369500,6/19/14,1,1,1715.277034,272,2,Missing,Missing,1910,1982,DC
6129,215000,11/21/14,1,0,1715.277034,89,2,Missing,Missing,1966,1980,DC
6130,570000,10/1/14,2,2,1715.277034,387,2,Missing,Missing,1926,1987,DC
6132,475500,5/29/15,2,2,1715.277034,178,2,Missing,Missing,1967,1987,DC
6133,249000,12/5/14,1,0,1715.277034,93,2,Missing,Missing,1967,1987,DC
6134,565000,2/23/15,1.5,2,1715.277034,190,2,Missing,Missing,1967,1987,DC
6135,848500,8/12/14,2.5,2,1715.277034,495,2,Missing,Missing,1975,0,DC
6137,560000,1/12/15,1,1,1715.277034,240,2,Missing,Missing,1990,0,DC
6138,459000,4/17/15,1,2,1715.277034,350,2,Missing,Missing,1910,1984,DC
6139,615000,5/7/15,2,2,1715.277034,384,2,Missing,Missing,1928,0,DC
6141,2225000,1/16/15,2.5,2,1715.277034,566,2,Missing,Missing,2009,0,DC
6142,296000,10/23/14,1,1,1715.277034,137,2,Missing,Missing,1960,1979,DC
6144,265000,8/8/14,1,1,1715.277034,117,2,Missing,Missing,1960,1979,DC
6145,499000,7/22/14,1,1,1715.277034,220,2,Missing,Missing,1991,0,DC
6146,675000,7/7/14,2,2,1715.277034,342,2,Missing,Missing,1991,0,DC
6148,406500,9/19/14,1,1,1715.277034,166,2,Missing,Missing,1991,0,DC
6150,268000,7/24/14,1,0,1715.277034,83,2,Missing,Missing,1973,1980,DC
6151,315000,3/9/15,1,1,1715.277034,105,2,Missing,Missing,1973,1980,DC
6152,280000,12/19/14,1,1,1715.277034,98,2,Missing,Missing,1973,1980,DC
6153,410000,6/24/14,1,1,1715.277034,277,2,Missing,Missing,1921,2014,DC
6154,424900,5/29/14,1,1,1715.277034,308,2,Missing,Missing,1921,2014,DC
6155,425000,5/30/14,1,1,1715.277034,221,2,Missing,Missing,1921,2014,DC
6159,1356000,3/16/15,4,4,1715.277034,1305,2,Missing,Missing,1979,0,DC
6160,479000,4/6/15,1,2,1715.277034,289,2,Missing,Missing,1919,1978,DC
6161,3000000,10/14/14,2.5,2,1715.277034,479,2,Missing,Missing,2009,0,DC
6162,250000,10/27/14,1,1,1715.277034,146,2,Missing,Missing,1978,0,DC
6163,573000,1/29/15,2,2,1715.277034,246,2,Missing,Missing,1978,0,DC
6166,297000,11/25/14,1,1,1715.277034,141,2,Missing,Missing,1938,1980,DC
